root,level,subject,board,the_rest
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-1-demonstrating-conduction
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-2-thermal-conduction
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-3-convection
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-4-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-5-the-greenhouse-effect
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-6-investigating-ir-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/2-thermal-physics/2-3-transfer-of-thermal-energy/2-3-7-consequences-of-thermal-energy-transfer
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-1-general-properties-of-waves/3-1-1-features-of-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-1-general-properties-of-waves/3-1-2-the-wave-equation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-1-general-properties-of-waves/3-1-3-transverse--longitudinal-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-1-general-properties-of-waves/3-1-4-wave-behaviour
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-1-general-properties-of-waves/3-1-5-ripple-tank
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-1-reflection-of-light
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-2-investigating-reflection
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-3-refraction-of-light
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-4-snells-law
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-5-total-internal-reflection
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-6-thin-lenses
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-7-real--virtual-images
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-8-uses-of-lenses
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-2-light/3-2-9-dispersion-of-light
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-3-electromagnetic-spectrum/3-3-1-electromagnetic-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-3-electromagnetic-spectrum/3-3-2-uses-of-electromagnetic-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-3-electromagnetic-spectrum/3-3-3-dangers-of-electromagnetic-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-3-electromagnetic-spectrum/3-3-4-communications
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-3-electromagnetic-spectrum/3-3-5-digital--analogue-signals
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-4-sound/3-4-1-sound-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-4-sound/3-4-2-measuring-the-speed-of-sound
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-4-sound/3-4-3-effects-of-sound-waves
www.savemyexams.com,igcse,physics,cie,23/revision-notes/3-waves/3-4-sound/3-4-4-ultrasound
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-1-simple-phenomena-of-magnetism/4-1-1-magnetism
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-1-simple-phenomena-of-magnetism/4-1-2-magnets
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-1-simple-phenomena-of-magnetism/4-1-3-magnetic-fields
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-1-simple-phenomena-of-magnetism/4-1-4-plotting-magnetic-fields
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-1-electric-charge
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-2-demonstrating-electric-charges
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-3-electric-fields
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-4-investigating-conductors--insulators
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-5-current
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-7-electromotive-force
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-9-resistance
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-10-resistance-of-a-wire
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-11-electrical-energy
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-2-electrical-quantities/4-2-12-electrical-power
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-1-circuit-diagrams--circuit-components
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-2-current-in-circuits
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-3-emf--potential-difference-in-circuits
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-4-combined-resistance
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-5-potential-dividers
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-3-electric-circuits--electrical-safety/4-3-6-electrical-safety
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-1-electromagnetic-induction
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-2-demonstrating-induction
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-3-the-a-c-generator
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-4-magnetic-effect-of-a-current
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-5-investigating-the-field-around-a-wire
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-6-force-on-a-current-carrying-conductor
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-7-electric-motors
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-8-transformers
www.savemyexams.com,igcse,physics,cie,23/revision-notes/4-electricity--magnetism/4-4-electromagnetic-effects/4-4-9-transformer-calculations
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-1-the-nuclear-model-of-the-atom/5-1-1-the-atom
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-1-the-nuclear-model-of-the-atom/5-1-2-the-nucleus
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-1-the-nuclear-model-of-the-atom/5-1-3-protons-neutrons--electrons
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-1-the-nuclear-model-of-the-atom/5-1-4-fission--fusion
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-1-background-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-2-types-of-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-3-ionising-power--deflection
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-4-radioactive-decay
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-5-half-life
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-6-uses-of-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/5-nuclear-physics/5-2-radioactivity/5-2-7-dangers-of-radiation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-1-earth--the-solar-system/6-1-1-the-earth-moon-and-sun
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-1-earth--the-solar-system/6-1-6-orbital-speed-equation
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-1-earth--the-solar-system/6-1-2-the-solar-system
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-1-earth--the-solar-system/6-1-5-gravitational-field-strength
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-1-earth--the-solar-system/6-1-7-elliptical-orbits
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-2-stars--the-universe/6-2-1-the-sun-as-a-star
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-2-stars--the-universe/6-2-4-life-cycle-of-a-star
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-2-stars--the-universe/6-2-5-galactic-redshift
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-2-stars--the-universe/6-2-6-the-big-bang-theory
www.savemyexams.com,igcse,physics,cie,23/revision-notes/6-space-physics/6-2-stars--the-universe/6-2-7-age-of-the-universe
www.savemyexams.com,igcse,physics,cie,23/revision-notes/1-motion-forces--energy/1-7-energy-work--power/1-7-6-power
www.savemyexams.com,igcse,physics,cie,23/revision-notes/1-motion-forces--energy/1-7-energy-work--power/1-7-7-efficiency
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-1-distance-time-graphs
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-2-speed
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-3-core-practical-investigating-motion
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-4-acceleration
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-5-velocity-time-graphs
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-6-area-under-a-velocity-time-graph
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-1-movement-and-position/1-1-7-calculating-uniform-acceleration
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-1-types-of-forces
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-2-scalar-and-vectors
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-3-resultant-forces
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-4-unbalanced-forces
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-5-weight
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-6-stopping-distance
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-7-terminal-velocity
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-8-core-practical-investigating-force-and-extension
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-2-forces-movement-and-changing-shape/1-2-9-hookes-law
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-3-momentum/1-3-1-momentum
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-3-momentum/1-3-2-forces-and-momentum
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-3-momentum/1-3-3-newtons-third-law
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-3-momentum/1-3-4-momentum-and-safety-features
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-4-moments/1-4-1-moments
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-4-moments/1-4-2-the-principle-of-moments
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/1-forces-and-motion/1-4-moments/1-4-3-centre-of-gravity
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-1-current-potential-difference-and-resistance/2-1-1-charge-and-current
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-1-current-potential-difference-and-resistance/2-1-2-voltage-and-energy
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-1-current-potential-difference-and-resistance/2-1-3-resistance
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-2-components-in-series-and-parallel-circuits/2-2-1-current-in-series-and-parallel
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-2-components-in-series-and-parallel-circuits/2-2-2-voltage-in-series-and-parallel
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-2-components-in-series-and-parallel-circuits/2-2-3-resistors-in-series
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-2-components-in-series-and-parallel-circuits/2-2-4-iv-graphs
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-2-components-in-series-and-parallel-circuits/2-2-5-electrical-components
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-3-electrical-power-and-mains-electricity/2-3-1-electrical-power-and-fuses
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-3-electrical-power-and-mains-electricity/2-3-2-calculating-energy-transfers
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-3-electrical-power-and-mains-electricity/2-3-3-electrical-safety
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-3-electrical-power-and-mains-electricity/2-3-4-electricity-and-heat
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/2-electricity/2-3-electrical-power-and-mains-electricity/2-3-5-ac-and-dc
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-1-transverse-and-longitudinal-waves
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-2-describing-wave-motion
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-3-the-wave-equation
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-4-the-doppler-effect
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-5-electromagnetic-em-waves
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-6-applications-of-em-waves
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-1-waves-and-the-electromagnetic-spectrum/3-1-7-dangers-of-em-waves
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-1-light-and-sound-waves
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-2-reflection-and-refraction
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-3-core-practical-investigating-refraction
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-4-snells-law
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-5-core-practical-investigating-snells-law
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/3-waves/3-2-reflection-and-refraction/3-2-6-total-internal-reflection
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-1-energy-stores-and-transfers
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-2-conservation-of-energy
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-3-efficiency
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-4-conduction-convection-and-radiation
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-5-core-practical-investigating-thermal-energy
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-1-energy-stores-and-transfers/4-1-6-reducing-energy-loss
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-1-work-done
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-2-gravitational-potential-energy
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-3-kinetic-energy
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-4-work-gpe-and-ke
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-5-power
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-6-energy-resources
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/4-energy-resources-and-energy-transfers/4-2-work-power-and-energy-resources/4-2-7-comparing-energy-resources
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-1-density-and-pressure/5-1-1-density
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-1-density-and-pressure/5-1-2-core-practical-determining-density
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-1-density-and-pressure/5-1-3-pressure
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-1-density-and-pressure/5-1-4-pressure-in-liquids
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-2-changes-of-state/5-2-1-solids-liquids-and-gases
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-2-changes-of-state/5-2-2-changes-of-state
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-2-changes-of-state/5-2-3-core-practical-investigating-changes-of-state
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-2-changes-of-state/5-2-4-specific-heat-capacity
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-2-changes-of-state/5-2-5-core-practical-investigating-specific-heat-capacity
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-1-kinetic-theory
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-2-absolute-zero
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-3-temperature
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-4-the-gas-laws
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-5-the-pressure-law
www.savemyexams.com,igcse,physics,edexcel,19/revision-notes/5-solids-liquids-and-gases/5-3-ideal-gases/5-3-6-boyles-law
